FIPS,GEOID,Rent00,Rent10,Rent15,Rent_ch00_10,Rent_ch10_15,Pop00,Pop10,Pop15,Pop_Ch00_10,Pop_Ch10_15,medinc_00,medinc_10,medinc_15,inc_ch00_10,inc_ch10_15,renter_00,renter_10,renter_15,renter00_10,renter10_15,own_0010,own_1015,coc_00,coc_10,coc_15,coc00_10,coc10_15,lowinc_00,lowinc_10,lowinc_15,lowinc_ch00_10,lowinc_ch10_15,af_00,per_af_00,af_10,per_af_10,af_15,per_af_15,af_ch_00_10,af_ch_10_15,MHV_00,MHV_10,MHV_15,App90_00,App00_10,App10_15,App90_10,App00_15,R_MHV00,R_MHV10,R_MHV15,NH,ZRI10,ZRI15,MHSP_2000,MHSP_2010,MHSP_2015,MHSP00_10,MHSP10_15
41051002600,41051002600,884,1711,1602,0.936,-0.064,2540,2852,3013,0.123,0.056,70820,104141,103466,0.471,-0.006,0.115,0.12,0.154,0.005,0.033,-0.54,-0.034,0.063,0.107,0.132,0.045,0.025,0.222,0.177,0.22,-0.045,0.043,94,0.102,80,0.088,69,0.081,-0.149,-0.138,230100,463200,486700,1.630564318,1.649271433,0.050734024,1.01303781,1.115167319,1.4854745,1.58630137,1.649271433,Grant Park,1660,2682,243117.2131,465215.8065,656381.1176,0.913545324,0.410917489
41051002701,41051002701,1051,1622,2109,0.543,0.3,2921,3451,3357,0.181,-0.027,67033,93320,109583,0.392,0.174,0.091,0.149,0.103,0.058,-0.046,-5.76,0.046,0.077,0.12,0.148,0.042,0.028,0.155,0.229,0.176,0.074,-0.052,73,0.076,90,0.092,70,0.074,0.233,-0.222,217500,436000,483300,1.606028742,1.637749915,0.108486239,1.004597701,1.222068966,1.404131698,1.493150685,1.637749915,Beaumont-Wilshire,1462,2398,230873.3333,502552.3585,685560.8043,1.176744933,0.364157968
41051002702,41051002702,460,685,921,0.489,0.345,2389,2715,2934,0.136,0.081,33542,45302,55338,0.351,0.222,0.603,0.587,0.603,-0.016,0.016,1.58,-0.016,0.159,0.213,0.18,0.054,-0.034,0.506,0.52,0.453,0.014,-0.067,835,0.665,840,0.604,650,0.456,0.006,-0.226,176300,386500,419600,1.347704171,1.421890884,0.085640362,1.192285876,1.380034033,1.138153648,1.323630137,1.421890884,Rose City Park,1344,2205,190958.8889,408058.3333,432260.3871,1.136891012,0.059310279
41051002801,41051002801,711,831,1086,0.169,0.307,2870,2665,3034,-0.071,0.138,56328,75435,84397,0.339,0.119,0.26,0.284,0.252,0.024,-0.033,-2.45,0.032,0.16,0.167,0.15,0.007,-0.017,0.231,0.222,0.23,-0.008,0.008,291,0.275,295,0.276,245,0.24,0.014,-0.169,173600,376100,388900,1.291622853,1.317858353,0.034033502,1.166474654,1.240207373,1.120723047,1.288013699,1.317858353,Rose City Park,1344,2205,187033.0465,354845.3488,473308.3036,0.897233433,0.333843899
41051002802,41051002802,596,799,1075,0.341,0.345,2891,2707,3009,-0.064,0.112,47564,62212,63872,0.308,0.027,0.316,0.329,0.324,0.013,-0.006,-1.33,0.005,0.175,0.147,0.141,-0.028,-0.005,0.353,0.347,0.285,-0.006,-0.063,455,0.427,415,0.386,335,0.296,-0.088,-0.193,163300,332500,377500,1.2723449,1.279227381,0.135338346,1.036129822,1.311696265,1.054228535,1.13869863,1.279227381,Rose City Park,1344,2205,168047.7059,318195.1111,460448.7907,0.893480839,0.447064316
41051002901,41051002901,658,780,1142,0.185,0.464,4463,3959,4450,-0.113,0.124,47706,59048,62422,0.238,0.057,0.251,0.263,0.247,0.012,-0.016,-1.22,0.016,0.17,0.164,0.18,-0.006,0.016,0.366,0.42,0.269,0.053,-0.15,699,0.452,540,0.329,320,0.19,-0.227,-0.407,143000,270500,279800,0.94637224,0.948153168,0.034380776,0.891608392,0.956643357,0.923176243,0.926369863,0.948153168,Roseway,1240,1731,145681.0225,245818.1098,342043.4783,0.687372216,0.391449469
41051002902,41051002902,632,915,987,0.448,0.079,5897,5183,5270,-0.121,0.017,38480,50597,51071,0.315,0.009,0.418,0.373,0.433,-0.045,0.06,4.44,-0.06,0.299,0.18,0.218,-0.119,0.038,0.474,0.338,0.402,-0.136,0.064,1193,0.582,840,0.465,915,0.46,-0.296,0.089,151300,289800,295200,1.000701016,1.000338868,0.01863354,0.915399868,0.951090549,0.976759199,0.992465753,1.000338868,Madison South,1210,1576,151996.0494,262288.5797,350365.1429,0.725627612,0.335800221
41051002903,41051002903,823,997,1093,0.211,0.096,4589,5319,5353,0.159,0.006,50176,42338,55985,-0.156,0.322,0.242,0.343,0.348,0.101,0.006,-10.11,-0.005,0.251,0.448,0.405,0.197,-0.043,0.313,0.548,0.421,0.235,-0.127,670,0.51,770,0.546,830,0.464,0.149,0.078,137100,224100,225200,0.743778479,0.763131142,0.004908523,0.634573304,0.642596645,0.885087153,0.767465753,0.763131142,Madison South,1210,1576,135338,198263.9362,264076.2,0.464953939,0.331942688
41051003000,41051003000,851,1160,1233,0.363,0.063,4408,4010,4603,-0.09,0.148,54936,71415,87316,0.3,0.223,0.17,0.165,0.182,-0.005,0.017,0.45,-0.017,0.186,0.201,0.184,0.015,-0.017,0.285,0.247,0.222,-0.037,-0.025,468,0.306,280,0.188,235,0.156,-0.402,-0.161,168300,329700,358700,1.206449352,1.215520163,0.08795875,0.959001783,1.131313131,1.086507424,1.129109589,1.215520163,Beaumont-Wilshire,1462,2398,174505.2048,336504.7473,484326.5795,0.92833645,0.439286023
41051003100,41051003100,654,1088,1121,0.664,0.03,4525,4300,4882,-0.05,0.135,49766,69716,80778,0.401,0.159,0.276,0.201,0.331,-0.075,0.129,7.48,-0.13,0.265,0.142,0.175,-0.123,0.032,0.385,0.262,0.192,-0.123,-0.069,622,0.391,335,0.207,364,0.219,-0.461,0.087,185500,405700,431800,1.534525061,1.463232802,0.064333251,1.187061995,1.327762803,1.197546804,1.389383562,1.463232802,Concordia,1273,2021,215420.3302,378220.4333,578463.2054,0.755732307,0.52943404
41051003200,41051003200,697,1010,1275,0.449,0.262,3995,4293,3921,0.075,-0.087,46993,59949,86563,0.276,0.444,0.308,0.305,0.267,-0.003,-0.039,0.26,0.038,0.395,0.361,0.184,-0.034,-0.178,0.386,0.343,0.253,-0.043,-0.089,591,0.41,325,0.228,350,0.244,-0.45,0.077,165900,367800,425800,1.44724851,1.442900712,0.157694399,1.216998192,1.566606389,1.071013557,1.259589041,1.442900712,Sabin,1458,2388,177708.6216,366702.3393,601365.1594,1.063503368,0.639927252
41051003301,41051003301,579,838,998,0.447,0.191,3158,3108,3264,-0.016,0.05,27668,41328,63625,0.494,0.54,0.536,0.561,0.476,0.025,-0.085,-2.48,0.085,0.694,0.544,0.368,-0.15,-0.176,0.667,0.603,0.455,-0.063,-0.148,803,0.787,565,0.485,295,0.265,-0.296,-0.478,120000,294700,328200,1.100245356,1.112165368,0.113674924,1.455833333,1.735,0.774693351,1.009246575,1.112165368,King,1295,2056,126457.8889,263277.1,395425,1.081934961,0.501934654
41051003302,41051003302,657,909,1227,0.384,0.35,2559,2670,2968,0.043,0.112,33560,56750,66364,0.691,0.169,0.422,0.421,0.408,-0.001,-0.013,0.1,0.013,0.542,0.378,0.378,-0.164,0,0.549,0.478,0.32,-0.07,-0.158,607,0.667,425,0.419,315,0.281,-0.3,-0.259,130400,316700,331400,1.062740974,1.123009149,0.046416167,1.428680982,1.541411043,0.841833441,1.084589041,1.123009149,King,1295,2056,128376.4423,309794.1538,466268.8302,1.413169802,0.505092412
41051003401,41051003401,494,759,909,0.536,0.198,3309,2828,3367,-0.145,0.191,26354,32123,50588,0.219,0.575,0.529,0.486,0.593,-0.043,0.106,4.28,-0.107,0.651,0.464,0.394,-0.188,-0.069,0.634,0.779,0.586,0.145,-0.193,834,0.779,540,0.624,610,0.51,-0.353,0.13,125100,295500,332700,1.142306344,1.127414436,0.125888325,1.362110312,1.659472422,0.807617818,1.011986301,1.127414436,Humboldt,1331,2042,122771.4872,303329.0625,448733.4384,1.470680037,0.479361834
41051003402,41051003402,540,654,1192,0.211,0.823,2770,2842,3861,0.026,0.359,23901,29885,61250,0.25,1.05,0.571,0.612,0.645,0.041,0.033,-4.08,-0.033,0.657,0.47,0.386,-0.187,-0.083,0.718,0.688,0.452,-0.03,-0.236,753,0.827,644,0.641,555,0.394,-0.145,-0.138,112300,272800,344900,1.20084122,1.168756354,0.264296188,1.42920748,2.071237756,0.724983861,0.934246575,1.168756354,Boise,1366,2027,110505.1724,293388.3429,502024.7619,1.654973848,0.71112716
41051003501,41051003501,656,714,979,0.088,0.371,3292,3503,3542,0.064,0.011,39406,51319,45391,0.302,-0.116,0.428,0.454,0.508,0.026,0.054,-2.58,-0.054,0.387,0.27,0.283,-0.116,0.013,0.454,0.518,0.431,0.065,-0.087,816,0.686,790,0.575,650,0.456,-0.032,-0.177,130600,324700,334000,1.043463021,1.131819722,0.028641823,1.486217458,1.557427259,0.843124597,1.111986301,1.131819722,Overlook,1359,2005,134984.5227,291078.3784,407528.1698,1.156383358,0.400063351
41051003502,41051003502,643,782,1147,0.216,0.467,2076,2222,2184,0.07,-0.017,43958,55875,87609,0.271,0.568,0.331,0.326,0.308,-0.005,-0.019,0.49,0.018,0.279,0.314,0.178,0.035,-0.136,0.424,0.287,0.293,-0.137,0.007,316,0.522,205,0.333,124,0.184,-0.351,-0.395,154200,309700,406700,1.293024886,1.378176889,0.313206329,1.00843061,1.637483787,0.995480955,1.060616438,1.378176889,Overlook,1359,2005,161423.0769,313953.0303,396181.4615,0.944907979,0.261913163
41051003601,41051003601,613,991,1123,0.617,0.133,4482,3892,4705,-0.132,0.209,33065,49510,62129,0.497,0.255,0.386,0.338,0.34,-0.048,0.002,4.82,-0.002,0.65,0.471,0.358,-0.179,-0.113,0.561,0.497,0.431,-0.065,-0.065,1152,0.784,615,0.444,525,0.313,-0.466,-0.146,116000,273200,273900,0.942516649,0.928159946,0.002562225,1.355172414,1.361206897,0.748870239,0.935616438,0.928159946,Woodlawn,1239,1795,117651.987,227824.7816,351859.2788,0.936429527,0.544429348
41051003602,41051003602,746,1007,1374,0.35,0.364,6115,5818,6520,-0.049,0.121,44003,57359,70755,0.304,0.234,0.279,0.312,0.288,0.033,-0.024,-3.25,0.024,0.505,0.385,0.374,-0.121,-0.011,0.398,0.392,0.268,-0.006,-0.124,1056,0.539,715,0.349,425,0.219,-0.323,-0.406,144700,288900,326500,1.091833158,1.106404609,0.13014884,0.996544575,1.256392536,0.934151065,0.989383562,1.106404609,Concordia,1273,2021,132601.9752,273396.962,428439.4545,1.061786498,0.567096618
41051003603,41051003603,1020,1128,1371,0.106,0.215,1587,1451,1540,-0.086,0.061,51146,67125,66193,0.312,-0.014,0.163,0.12,0.188,-0.043,0.068,4.3,-0.068,0.424,0.275,0.35,-0.149,0.075,0.302,0.43,0.304,0.128,-0.125,161,0.325,70,0.121,90,0.161,-0.565,0.286,150400,289800,343200,1.09148265,1.162995595,0.18426501,0.926861702,1.281914894,0.970948999,0.992465753,1.162995595,Concordia,1273,2021,142418.5417,300592.3077,416289.4667,1.110626216,0.384897271
41051003701,41051003701,592,850,885,0.436,0.041,3981,4098,4066,0.029,-0.008,35302,48011,46949,0.36,-0.022,0.361,0.342,0.435,-0.019,0.094,1.95,-0.093,0.487,0.441,0.413,-0.046,-0.028,0.55,0.527,0.445,-0.022,-0.082,865,0.663,795,0.528,475,0.306,-0.081,-0.403,127500,249600,283900,0.949176306,0.962046764,0.137419872,0.957647059,1.226666667,0.823111685,0.854794521,0.962046764,Piedmont,1275,1892,116702.6774,235621.7273,357595.5926,1.018991616,0.517668157
41051003702,41051003702,552,843,1108,0.527,0.314,2258,2456,2728,0.088,0.111,41875,54722,73173,0.307,0.337,0.304,0.35,0.372,0.046,0.022,-4.57,-0.022,0.435,0.382,0.206,-0.053,-0.175,0.473,0.467,0.343,-0.006,-0.124,392,0.487,345,0.388,245,0.28,-0.12,-0.29,150700,352300,360400,1.25446898,1.221280922,0.022991768,1.337757133,1.391506304,0.972885733,1.206506849,1.221280922,Humboldt,1331,2042,164336.8611,353284.6154,474644.7059,1.149758812,0.343519319
41051003801,41051003801,611,691,938,0.131,0.357,2776,2730,2935,-0.017,0.075,36745,51875,46845,0.412,-0.097,0.413,0.256,0.337,-0.157,0.081,15.73,-0.081,0.303,0.393,0.195,0.09,-0.197,0.511,0.445,0.53,-0.066,0.085,802,0.779,379,0.387,385,0.35,-0.527,0.016,117100,263800,248700,0.82895198,0.842765164,-0.057240334,1.252775406,1.12382579,0.755971595,0.903424658,0.842765164,Kenton,1268,1694,110144.6053,205348.4857,326588.4821,0.864353549,0.590410959
41051003802,41051003802,650,957,1361,0.472,0.422,2903,2979,3439,0.026,0.154,38005,49766,58618,0.309,0.178,0.306,0.28,0.409,-0.026,0.129,2.68,-0.129,0.287,0.359,0.258,0.071,-0.101,0.477,0.421,0.389,-0.056,-0.032,688,0.698,480,0.419,345,0.3,-0.302,-0.281,117000,246200,274300,0.912372941,0.929515419,0.11413485,1.104273504,1.344444444,0.755326017,0.843150685,0.929515419,Arbor Lodge,1281,1919,117357.4906,241660.4762,378342.7467,1.059182375,0.565596297
41051003803,41051003803,638,785,1070,0.23,0.363,4026,4275,4190,0.062,-0.02,37891,49022,57607,0.294,0.175,0.394,0.43,0.402,0.036,-0.028,-3.69,0.028,0.365,0.299,0.347,-0.066,0.048,0.534,0.523,0.399,-0.011,-0.124,932,0.678,710,0.504,640,0.424,-0.238,-0.099,126900,289400,290700,1.010515247,0.9850898,0.004492053,1.280535855,1.290780142,0.819238218,0.99109589,0.9850898,Overlook,1359,2005,126044.45,258240.5405,376713.6301,1.048805327,0.458770297
41051003901,41051003901,658,877,931,0.333,0.062,6606,6924,7634,0.048,0.103,38634,43629,59533,0.129,0.365,0.351,0.41,0.314,0.059,-0.096,-5.91,0.096,0.425,0.459,0.398,0.034,-0.061,0.497,0.467,0.44,-0.03,-0.027,1529,0.735,1170,0.501,1275,0.489,-0.235,0.09,120000,228000,244400,0.800911321,0.828193833,0.071929825,0.9,1.036666667,0.774693351,0.780821918,0.828193833,Kenton,1268,1694,115431.8319,203065.7241,301370.896,0.759183067,0.484105195
41051003902,41051003902,666,989,1149,0.485,0.162,2986,2951,3241,-0.012,0.098,46629,63295,66643,0.357,0.053,0.204,0.183,0.211,-0.021,0.028,2.12,-0.028,0.166,0.196,0.183,0.029,-0.013,0.348,0.259,0.379,-0.089,0.12,428,0.441,320,0.29,230,0.227,-0.252,-0.281,144300,290900,315800,1.019628461,1.070145713,0.085596425,1.015939016,1.188496188,0.931568754,0.996232877,1.070145713,Arbor Lodge,1281,1919,146925.2419,286357.6667,419224.6118,0.949002519,0.463989481
41051004001,41051004001,532,730,895,0.372,0.226,6240,6651,8486,0.066,0.276,30693,34290,37658,0.117,0.098,0.523,0.599,0.599,0.076,0,-7.56,0,0.405,0.545,0.546,0.14,0.002,0.616,0.664,0.593,0.047,-0.071,1586,0.835,1395,0.679,1710,0.65,-0.12,0.226,120400,219900,225500,0.761654399,0.764147747,0.025466121,0.82641196,0.872923588,0.777275662,0.753082192,0.764147747,Portsmouth,1284,1609,114116.1795,220626.3393,289650.5276,0.933348455,0.312855611
41051004002,41051004002,682,1135,1152,0.664,0.015,5020,5315,6251,0.059,0.176,41699,60170,57222,0.443,-0.049,0.28,0.336,0.417,0.056,0.082,-5.6,-0.081,0.151,0.207,0.25,0.056,0.043,0.428,0.491,0.388,0.063,-0.102,627,0.534,550,0.406,415,0.318,-0.123,-0.245,138300,275900,311200,1.032947774,1.054557777,0.127944908,0.994938539,1.250180766,0.892834087,0.944863014,1.054557777,University Park,1333,1889,129940.3387,259761.875,376343.3478,0.999085716,0.448801322
41051004101,41051004101,595,797,872,0.339,0.094,6524,7207,6619,0.105,-0.082,35551,44056,50495,0.239,0.146,0.457,0.398,0.394,-0.059,-0.004,5.87,0.004,0.353,0.482,0.337,0.128,-0.145,0.569,0.591,0.491,0.023,-0.1,1712,0.876,1505,0.646,1410,0.604,-0.121,-0.063,110500,218800,200300,0.695057834,0.678752965,-0.084552102,0.980090498,0.812669683,0.71336346,0.749315068,0.678752965,St.Johns,1250,1572,115874.5426,181842,274160.4106,0.569300694,0.507684752
41051004102,41051004102,632,900,922,0.424,0.024,4739,4962,5444,0.047,0.097,37854,43778,47591,0.156,0.087,0.353,0.371,0.34,0.018,-0.032,-1.81,0.031,0.268,0.244,0.353,-0.024,0.109,0.519,0.47,0.493,-0.049,0.023,1135,0.747,910,0.519,915,0.483,-0.198,0.005,119900,227400,236200,0.814230634,0.800406642,0.038698329,0.896580484,0.969974979,0.774047773,0.778767123,0.800406642,St.Johns,1250,1572,114240.7935,205097.6029,310060.9504,0.795309685,0.511772668
41051004200,41051004200,531,718,887,0.352,0.235,3042,2979,3353,-0.021,0.126,25202,35583,41641,0.412,0.17,0.579,0.446,0.531,-0.133,0.085,13.33,-0.085,0.268,0.23,0.273,-0.038,0.043,0.673,0.598,0.517,-0.075,-0.081,939,0.817,770,0.602,760,0.531,-0.18,-0.013,116600,221200,212000,0.738520855,0.718400542,-0.04159132,0.897084048,0.818181818,0.752743706,0.757534247,0.718400542,Cathedral Park,1288,1580,111142.551,153325.7576,266388.0435,0.379541464,0.737399167
41051004300,41051004300,756,900,1377,0.19,0.53,1025,1028,1058,0.003,0.029,53162,86571,89063,0.628,0.029,0.223,0.18,0.221,-0.043,0.041,4.25,-0.041,0.096,0.147,0.152,0.051,0.005,0.314,0.289,0.144,-0.025,-0.145,78,0.234,75,0.224,27,0.082,-0.038,-0.64,231900,419000,384000,1.384507536,1.301253812,-0.08353222,0.806813282,0.655886158,1.4970949,1.434931507,1.301253812,Forest Park - Linnton,1622,2304,328175,373689.5833,513803.2258,0.138689977,0.37494661
41051004500,41051004500,600,718,964,0.197,0.343,1691,1978,2188,0.17,0.106,43289,48616,62639,0.123,0.288,0.555,0.525,0.59,-0.03,0.065,2.98,-0.065,0.096,0.321,0.158,0.225,-0.163,0.403,0.524,0.328,0.12,-0.196,442,0.542,470,0.487,410,0.412,0.063,-0.128,326700,599200,613800,2.06554504,2.079972891,0.024365821,0.834098561,0.878787879,2.109102647,2.052054795,2.079972891,Northwest,1418,1694,263680.925,410535.6087,599004.76,0.55694087,0.45908113
41051004601,41051004601,796,934,972,0.173,0.041,2942,3220,3135,0.094,-0.026,80672,119091,111522,0.476,-0.064,0.293,0.227,0.266,-0.066,0.04,6.59,-0.039,0.057,0.138,0.148,0.081,0.01,0.215,0.218,0.142,0.004,-0.076,255,0.219,310,0.264,235,0.196,0.216,-0.242,495600,732000,701200,2.399929898,2.37614368,-0.042076503,0.476997579,0.414850686,3.199483538,2.506849315,2.37614368,Sylvan Highlands,1965,2728,423120.05,594247.957,651007.9528,0.404442916,0.095515677
41051004602,41051004602,830,1121,1148,0.351,0.024,1877,2019,2006,0.076,-0.006,92528,128224,132692,0.386,0.035,0.174,0.106,0.16,-0.068,0.055,6.86,-0.054,0.043,0.061,0.121,0.018,0.059,0.157,0.263,0.167,0.106,-0.096,82,0.123,95,0.176,89,0.147,0.159,-0.063,484600,810800,768300,2.501927795,2.603524229,-0.052417366,0.67313248,0.585431284,3.128469981,2.776712329,2.603524229,Southwest Hills,2483,3531,544487.2549,717247.5,977020.2941,0.317289787,0.362180132
41051004700,41051004700,622,801,1037,0.288,0.295,3828,3727,4649,-0.026,0.247,39846,44916,70292,0.127,0.565,0.78,0.724,0.71,-0.056,-0.014,5.59,0.014,0.091,0.117,0.153,0.026,0.036,0.441,0.447,0.354,0.006,-0.093,1549,0.706,1350,0.6,870,0.382,-0.128,-0.356,333400,567700,666700,1.97406239,2.259234158,0.174387881,0.702759448,0.99970006,2.152356359,1.944178082,2.259234158,Northwest,1418,1694,294121.8519,439107.8361,573433.8077,0.492945299,0.305906569
41051004800,41051004800,554,781,963,0.41,0.233,2708,2757,3160,0.018,0.146,25618,34583,43833,0.35,0.267,0.902,0.853,0.8,-0.049,-0.052,4.92,0.053,0.13,0.189,0.187,0.06,-0.002,0.625,0.535,0.541,-0.09,0.005,1683,0.848,1510,0.774,1160,0.581,-0.103,-0.232,289100,343300,319700,1.131440589,1.083361572,-0.068744538,0.187478381,0.105845728,1.866365397,1.175684932,1.083361572,Northwest,1418,1694,200789.95,288548.0769,338899.94,0.43706434,0.174500775
41051004900,41051004900,505,691,866,0.368,0.253,3052,3273,3496,0.072,0.068,21928,27284,35045,0.244,0.284,0.956,0.85,0.884,-0.106,0.034,10.63,-0.034,0.136,0.176,0.279,0.039,0.103,0.704,0.662,0.622,-0.043,-0.039,1969,0.916,1820,0.8,1665,0.697,-0.076,-0.085,300000,550900,403000,1.228881879,1.365638767,-0.268469777,0.836333333,0.343333333,1.936733376,1.886643836,1.365638767,Northwest,1418,1694,225747.0588,316825.8621,420549.9583,0.403455105,0.327385194
41051005000,41051005000,559,1260,1663,1.254,0.32,660,1822,2908,1.761,0.596,27000,79375,91699,1.94,0.155,0.778,0.584,0.702,-0.194,0.119,19.41,-0.118,0.12,0.108,0.152,-0.012,0.044,0.606,0.282,0.238,-0.324,-0.044,307,0.646,310,0.328,285,0.195,0.01,-0.081,350000,383000,324000,1.034700315,1.097932904,-0.154046997,0.094285714,-0.074285714,2.259522272,1.311643836,1.097932904,Northwest,1418,1694,237590.9091,321504.7872,465749.5234,0.353186401,0.448655018
41051005100,41051005100,502,846,961,0.685,0.136,3642,6042,7393,0.659,0.224,20528,31734,50507,0.546,0.592,0.84,0.768,0.719,-0.072,-0.049,7.21,0.049,0.204,0.204,0.173,-0.001,-0.03,0.64,0.547,0.488,-0.093,-0.059,1311,0.713,1465,0.417,1535,0.321,0.117,0.048,555000,422600,397500,1.420259376,1.347001017,-0.059394226,-0.238558559,-0.283783784,3.582956746,1.447260274,1.347001017,Old Town-Chinatown,1375,1596,294861.6585,451718.8563,512936.3418,0.531968783,0.135521209
41051005200,41051005200,545,756,958,0.387,0.267,3878,4064,4501,0.048,0.108,21683,26089,37331,0.203,0.431,0.941,0.92,0.886,-0.021,-0.034,2.16,0.034,0.154,0.2,0.218,0.046,0.018,0.695,0.678,0.55,-0.017,-0.128,2464,0.882,1950,0.757,1590,0.525,-0.209,-0.185,410700,350000,313000,0.950928847,1.060657404,-0.105714286,-0.147796445,-0.237886535,2.651387992,1.198630137,1.060657404,Goose Hollow,1408,1595,237041.6667,325071.7045,362005.6329,0.371369469,0.113617789
41051005500,41051005500,563,775,784,0.377,0.012,2051,2599,2886,0.267,0.11,16676,21250,22533,0.274,0.06,0.877,0.846,0.845,-0.031,-0.001,3.11,0.001,0.195,0.2,0.331,0.005,0.131,0.687,0.733,0.683,0.046,-0.05,1039,0.775,1100,0.728,1018,0.663,0.059,-0.075,345600,424200,391800,1.342446547,1.32768553,-0.076379066,0.227430556,0.133680556,2.23111685,1.452739726,1.32768553,Goose Hollow,1408,1595,289529.4118,219465,300344.0816,-0.241994108,0.368528383
41051005600,41051005600,561,740,1060,0.319,0.432,3782,3841,5280,0.016,0.375,17872,15000,28868,-0.161,0.925,0.95,0.854,0.894,-0.096,0.04,9.61,-0.04,0.27,0.296,0.32,0.026,0.024,0.721,0.728,0.65,0.007,-0.078,1939,0.815,1550,0.697,1105,0.499,-0.201,-0.287,225000,348900,311800,1.20084122,1.056590986,-0.106334193,0.550666667,0.385777778,1.452550032,1.194863014,1.056590986,Downtown,1407,1592,253500,299221.4286,336042.2222,0.180360665,0.123055337
41051005700,41051005700,946,1216,1412,0.285,0.161,2441,2779,3847,0.138,0.384,45820,61317,58583,0.338,-0.045,0.758,0.669,0.7,-0.089,0.031,8.87,-0.031,0.141,0.196,0.332,0.055,0.136,0.34,0.404,0.418,0.064,0.014,453,0.295,480,0.369,310,0.162,0.06,-0.354,208300,433100,369700,1.304591658,1.252795662,-0.146386516,1.079212674,0.774843975,1.344738541,1.483219178,1.252795662,Downtown,1407,1592,228129.058,381811.5652,407895.5728,0.673664761,0.068316442
41051005800,41051005800,597,763,1062,0.278,0.392,4649,5215,5474,0.122,0.05,61643,66776,100332,0.083,0.503,0.417,0.535,0.414,0.118,-0.121,-11.83,0.121,0.092,0.179,0.201,0.088,0.021,0.299,0.319,0.316,0.02,-0.003,806,0.435,1065,0.531,820,0.362,0.321,-0.23,393000,688400,640700,2.234490011,2.171128431,-0.06929111,0.751653944,0.630279898,2.537120723,2.357534247,2.171128431,Southwest Hills,2483,3531,392985.4,558591.5345,739132.693,0.42140531,0.323207831
41051005900,41051005900,767,966,1413,0.259,0.463,3801,4953,7057,0.303,0.425,47123,58810,82792,0.248,0.408,0.582,0.54,0.642,-0.042,0.102,4.23,-0.102,0.115,0.182,0.17,0.067,-0.012,0.336,0.38,0.243,0.044,-0.137,965,0.47,895,0.406,860,0.265,-0.073,-0.039,225500,400000,371900,1.213459516,1.260250762,-0.07025,0.77383592,0.649223947,1.455777921,1.369863014,1.260250762,Corbett-Terwilliger-Lair Hill,1304,1656,200444.4444,324055.3902,410480.4773,0.616684319,0.266698502
41051006001,41051006001,805,969,1013,0.204,0.045,1440,1529,1426,0.062,-0.067,65664,83882,88277,0.277,0.052,0.377,0.418,0.402,0.041,-0.016,-4.11,0.016,0.075,0.14,0.16,0.065,0.02,0.289,0.291,0.317,0.002,0.026,184,0.294,295,0.496,275,0.491,0.603,-0.068,299300,456900,502800,1.626007711,1.70382921,0.100459619,0.526561978,0.679919813,1.932214332,1.564726027,1.70382921,Homestead,1559,2004,140875,396305.3571,522416.2162,1.813170237,0.318216387
41051006002,41051006002,673,1071,1033,0.591,-0.035,1907,2216,2241,0.162,0.011,54044,80938,87663,0.498,0.083,0.265,0.222,0.317,-0.043,0.095,4.28,-0.095,0.093,0.125,0.174,0.032,0.049,0.287,0.307,0.241,0.02,-0.066,213,0.311,235,0.333,235,0.296,0.103,0,226800,376800,398300,1.386961094,1.349711962,0.057059448,0.661375661,0.75617284,1.464170433,1.290410959,1.349711962,Hillsdale,1544,2345,213264.2593,336569.5652,490820.6,0.578180828,0.458303574
41051006100,41051006100,769,1139,1168,0.481,0.025,2196,2453,2253,0.117,-0.082,66875,102500,96641,0.533,-0.057,0.165,0.186,0.183,0.021,-0.003,-2.01,0.003,0.059,0.111,0.083,0.052,-0.029,0.19,0.215,0.281,0.025,0.066,146,0.195,144,0.201,180,0.229,-0.014,0.25,247800,454900,455300,1.548545391,1.542866825,0.000879314,0.835754641,0.837368846,1.599741769,1.557876712,1.542866825,Hillsdale,1544,2345,0,424333.75,513144.8704,0,0.209295443
41051006200,41051006200,1015,1083,1338,0.067,0.235,2673,2988,3037,0.118,0.016,65179,68049,76970,0.044,0.131,0.187,0.15,0.246,-0.037,0.095,3.67,-0.096,0.082,0.078,0.12,-0.005,0.042,0.227,0.29,0.249,0.063,-0.041,192,0.209,265,0.254,145,0.132,0.38,-0.453,194000,347800,341500,1.184367333,1.157234836,-0.018113859,0.792783505,0.760309278,1.252420917,1.19109589,1.157234836,South Burlingame,1517,2045,204041.369,336119.6522,414491.2718,0.647311296,0.233165836
41051006300,41051006300,1005,1101,1445,0.096,0.312,4757,5050,5013,0.062,-0.007,79515,105030,90521,0.321,-0.138,0.164,0.154,0.189,-0.01,0.035,1,-0.035,0.093,0.051,0.188,-0.042,0.136,0.216,0.196,0.207,-0.02,0.011,243,0.203,198,0.155,138,0.105,-0.185,-0.303,282000,496700,534800,1.875219068,1.812267028,0.076706261,0.761347518,0.896453901,1.820529374,1.701027397,1.812267028,Collins View,1507,1940,466972.2877,677469.7656,698869.8242,0.450770813,0.031588212
